threshold_label,tau,a14_benign_flag_n,a14_benign_flag_rate,a14_aivr_n,a14_aivr,a14_pairwise_discordant_n,a14_pairwise_total,a14_pairwise_aivr,n3_auth_flag_n,n3_auth_flag_rate,n3_alt_flag_n,n3_alt_flag_rate,n3_alt_minus_auth_mean,n3_alt_minus_auth_ci95_lo,n3_alt_minus_auth_ci95_hi,n3_base_positive_n,n3_base_zero_n,n3_base_negative_n,balanced_accuracy_descriptive,a14_nondegenerate,a14_central_20_80
interval_4_5,-2.9757255125905377,0,0.0,0,0.0,0,144,0.0,0,0.0,5,0.10416666666666667,0.10416666666666667,0.020833333333333332,0.1875,5,19,0,0.5520833333333334,0,0
breakpoint_5,-2.9167610039004277,0,0.0,0,0.0,0,144,0.0,0,0.0,6,0.125,0.125,0.041666666666666664,0.22916666666666666,5,19,0,0.5625,0,0
interval_5_6,-2.913676105441078,0,0.0,0,0.0,0,144,0.0,0,0.0,6,0.125,0.125,0.041666666666666664,0.22916666666666666,5,19,0,0.5625,0,0
breakpoint_6,-2.9105912069817284,0,0.0,0,0.0,0,144,0.0,0,0.0,7,0.14583333333333334,0.14583333333333334,0.041666666666666664,0.2708333333333333,6,18,0,0.5729166666666666,0,0
interval_6_7,-2.9035611694876247,0,0.0,0,0.0,0,144,0.0,0,0.0,7,0.14583333333333334,0.14583333333333334,0.041666666666666664,0.2708333333333333,6,18,0,0.5729166666666666,0,0
breakpoint_7,-2.8965311319935214,0,0.0,0,0.0,0,144,0.0,0,0.0,8,0.16666666666666666,0.16666666666666666,0.0625,0.2916666666666667,6,18,0,0.5833333333333334,0,0
interval_7_8,-2.889220010003706,0,0.0,0,0.0,0,144,0.0,0,0.0,8,0.16666666666666666,0.16666666666666666,0.0625,0.2916666666666667,6,18,0,0.5833333333333334,0,0
breakpoint_8,-2.8819088880138906,0,0.0,0,0.0,0,144,0.0,0,0.0,9,0.1875,0.1875,0.0625,0.3333333333333333,6,18,0,0.59375,0,0
interval_8_9,-2.86976417748605,0,0.0,0,0.0,0,144,0.0,0,0.0,9,0.1875,0.1875,0.0625,0.3333333333333333,6,18,0,0.59375,0,0
breakpoint_9,-2.8576194669582096,0,0.0,0,0.0,0,144,0.0,0,0.0,10,0.20833333333333334,0.20833333333333334,0.0625,0.375,6,18,0,0.6041666666666666,0,0
interval_9_10,-2.8342888396040733,0,0.0,0,0.0,0,144,0.0,0,0.0,10,0.20833333333333334,0.20833333333333334,0.0625,0.375,6,18,0,0.6041666666666666,0,0
breakpoint_10,-2.8109582122499375,0,0.0,0,0.0,0,144,0.0,0,0.0,11,0.22916666666666666,0.22916666666666666,0.08333333333333333,0.3958333333333333,6,18,0,0.6145833333333334,0,0
